month,day,year,event
6,28,1994,"Members of the Aum Shinrikyo cult execute the first sarin gas attack at Matsumoto, Japan, killing eight and injuring 200."
6,30,1994,"Tropical Storm Alberto forms, hitting parts of Florida causing $1.03 billion in damage and 32 deaths."
7,5,1994,Jeff Bezos founds Amazon.
7,8,1994,The Space Shuttle COLUMBIA is launched on its 17th flight. Mission STS-65.
7,8,1994,"North Korean President Kim Il-sung dies, but officially continues to hold office."
7,9,1994,The strategic missile submarine SSBN 740 Rhode Island is commissioned.
7,15,1994,Shoemaker Levy 9 impacts Jupiter.
7,15,1994,"The Tutsi RPF forces capture Kigali. The Hutu government flees to Zaire, followed by a tide of refugees. The French end their mission and are replaced by Ethiopian U.N. troops. The RPF sets up an interim government of national unity in Kigali. Although disease and more killings claim additional lives in the refugee camps, the genocide is over. An estimated 800,000 Rwandans have been killed in 100 days."
7,19,1994,"An EMBRAER EMB-110 bound for Panama City when the plane exploded over the Santa Rita Mountains killing 21 people (18 passengers, 3 crew)"
7,27,1994,The PowerBook Duo 230 is discontinued by Apple.
7,xx,1994,The Powerbook 145B is discontinued by Apple.
8,12,1994,"Woodstock '94 begins in Saugerties, New York. It is the 25-year anniversary of Woodstock in 1969."
8,16,1994,Fed Funds Rate up 1/2 to 4.75
8,31,1994,"The Provisional Irish Republican Army announces a ""complete cessation of military operations""."
9,4,1994,George B. Patty dies in Waterloo Iowa.
9,8,1994,"USAir Flight 427, a Boeing 737 with 132 people on board, crashes on approach to Pittsburgh International Airport killing all on board."
9,9,1994,The Space Shuttle DISCOVERY is launched on its 19th flight. Mission STS-64.
9,10,1994,"George Coe Campbell weds Kelly Marie Foley in Plain City, OH"
9,13,1994,"President Bill Clinton signs the Federal Assault Weapons Ban, which bans the manufacture of new firearms with certain features for a period of 10 years."
9,14,1994,The 1994 World Series is officially cancelled due to the ongoing work stoppage. It is the first time a World Series is not played since 1904.
9,17,1994,USS Greenville SSN-772 commissioned.
9,19,1994,"American troops stage a bloodless invasion of Haiti to restore the legitimate elected leader, Jean-Bertrand Aristide, to power."
9,24,1994,USS Columbia SSN-771 commissioned.
9,26,1994,CONSTRUCTION BEGINS ON CUB FOOD'S SECOND CUB TOO GROCERY STORE IN GRACELAND SHOPPING CENTER.
9,28,1994,"The car ferry MS Estonia sinks in the Baltic Sea, killing 852 people."
9,30,1994,The Space Shuttle ENDEAVOUR is launched on its 7th flight. Mission STS-68.
10,3,1994,The Little Darby Creek is designated Scenic by the State of Ohio.
10,4,1994,"In Switzerland, 23 members of the Order of the Solar Temple cult are found dead, a day after 25 of their fellow cultists are similarly discovered in Morin-Heights, Quebec."
10,10,1994,"CSS was first proposed by Håkon Wium Lie on October 10, 1994. At the time, Lie was working with Tim Berners-Lee at CERN."
10,12,1994,NASA loses radio contact with the Magellan spacecraft as the probe descends into the thick atmosphere of Venus
10,13,1994,"Netscape announces Netscape Navigator 1.0, which will be available for free download."
10,15,1994,"After three years of U.S. exile, Haiti's president Aristide returns to his country."
10,xx,1994,"The Bell Curve is published by Richard Herrnstein and Charles Murray. The main theses were, first, that changes in the economy over the course of the 20th century had made brains much more valuable in the job market; second, that from the 1950s onward, colleges had become much more efficient in finding cognitive talent wherever it was and shipping that talent off to the best colleges."
11,1,1994,EMERGENCY HAZARDOUS-WASTE CLEANUP IS UNDER WAY AT THE FORMER COLUMBUS AUTO PARTS PLANT ON E HUDSON STREET; PROPERTY WAS DECLARED AN EMERGENCY SUPERFUND SITE.
11,3,1994,The Space Shuttle ATLANTIS is launched on its 13th flight. Mission STS-66.
11,5,1994,"A letter by former U.S. President Ronald Reagan, announcing that he has Alzheimer's disease, is released."
11,5,1994,George Foreman wins the WBA and IBF World Heavyweight Championships by KO'ing Michael Moorer becoming the oldest heavyweight champion in history.
11,8,1994,"Hurricane: Caribbean and southern Fla.: Gordon led to an estimated 1,122 deaths in Haiti. Eight die in Florida."
11,8,1994,"Georgia Representative Newt Gingrich leads the United States Republican Party in taking control of both the House of Representatives and the Senate in midterm congressional elections, the first time in 40 years the Republicans secure control of both houses of Congress. George W. Bush is elected Governor of Texas."
11,15,1994,Fed Funds Rate up 3/4 to 5.50
11,16,1994,"A federal judge issues a temporary restraining order, prohibiting the State of California from implementing Proposition 187, that would have denied most public services to illegal aliens."
11,21,1994,LES WEXNER'S MONEY PUTS NORTHEAST PROJECTS ON A FASTER TRACK; THE WIDENING OF I-270 TAKES A BACK SEAT TO THE NEW ALBANY EXPRESSWAY AND THE MORSE-STELZER INTERCHANGE.
11,29,1994,Hurricane: Fla. panhandle and Ala.: storm surge during Opal caused extensive damage to coastal areas. In U.S. death toll reached nine and damages $3 ($3.5) billion.
11,xx,1994,Netscape Navigator 1.0 is freely available for download.
12,11,1994,"PAL434 was a multi-stage flight that first left Manila, Philippines, for Cebu aboard a Boeing 747. During the flight, a Middle Eastern passenger disappeared into the lavatory where he assembled the components of a small bomb. The device detonated four hours later, killing Ikegami and nearly tearing him in two while injuring ten others. The man responsible for building and placing the bomb was Ramzi Yousef who had also masterminded the World Trade Center bombing in 1993. "
12,11,1994,Russian president Boris Yeltsin orders troops into Chechnya.
12,12,1994,Russian president Boris Yeltsin pushes through a new constitution granting most powers to the President and few to the legislature.
12,14,1994,"Construction commences on the Three Gorges Dam, at Sandouping, China."
xx,xx,1994,Online service America Online offers gateway to World Wide Web for the first time. This marked the beginning of easy accessibility of the Web to the average American.
xx,xx,1994,First concert season at Polaris Amphitheater.
xx,xx,1994,Hazardous material removal is completed at the former Columbus Auto Parts at Hudson St. & I-71.
xx,xx,1994,"OSU: Derby Hall, 154 North Oval Drive, is extensively remodeled and the University Book Store removed."
xx,xx,1994,"OSU: Dreese Labs, 2015 Neil Ave., has a new building attached to the first and a high voltage laboratory is built."
xx,xx,1994,"OSU: Evans Lab, 88 W. 18th Ave., addition."
1,9,1995,George V. Voinovich begins his second term as Governor of Ohio
1,17,1995,"A massive quake destroys whole areas of Japan's industrial heartland, leaving many hundreds of people dead."
2,1,1995,Fed Funds Rate up 1/2 to 6.00
2,3,1995,The Space Shuttle DISCOVERY is launched on its 20th flight. Mission STS-63.
3,2,1995,The Space Shuttle ENDEAVOUR is launched on its 8th flight. Mission STS-67.
3,2,1995,Nick Leeson is arrested in Singapore for his role in the collapse of Barings Bank.
3,14,1995,"Astronaut Norman Thagard becomes the first American to ride into space aboard a Russian launch vehicle (the Soyuz TM-21), lifting off from the Baikonur Cosmodrome in Kazakhstan."
3,22,1995,Cosmonaut Valeri Polyakov returns after setting a record for 438 days in outer space.
3,26,1995,"The Schengen Agreement, easing cross-border travel, goes into effect in several European countries."
3,xx,1995,Netscape Navigator 1.1 is released.
4,16,1995,USS Cheyenne SSN-772 commissioned. It is the last Los Angeles Class submarine.
4,19,1995,"Oklahoma City bombing: 168 people, including 8 Federal Marshals and 19 children, are killed at the Alfred P. Murrah Federal Building and 680 wounded by a bomb set off by Timothy McVeigh and one of his accomplices, Terry Nichols."
4,21,1995,"562 Kenbrook is sold to the Lee's for $96,900."
4,28,1995,OHIO EXPOSITIONS CMSN AND THE OHIO HISTORICAL SOCIETY ARE AT ODDS OVER PURCHASE OF FORMER COLUMBUS AUTO PARTS PROPERTY; COMMISSION SAYS POLLUTION AT THE SITE MAKES IT TOO RISKY.
4,30,1995,"The United States government stops funding the NSFNET, making the Internet a wholly privatised system."
5,14,1995,The Dalai Lama proclaims 6-year-old Gedhun Choekyi Nyima as the 11th reincarnation of the Panchen Lama.
5,16,1995,Japanese police besiege the headquarters of Aum Shinrikyo near Mount Fuji and arrest cult leader Shoko Asahara.
5,xx,1995,Brandon Eich writes the first version of Livescript (later renamed Javascript) at Netscape for the Netscape Navigator browser.
6,5,1995,"BEFORE THERE ARE STORES AT THE MALL AT TUTTLE CROSSING, DEVELOPERS ARE MAKING SURE THAT THE SHOPPERS CAN GET THERE--BY WIDENING NORTH AND SOUTHBOUND OFF-RAMPS FROM INTERSTATE I-270."
6,6,1995,"U.S. astronaut Norman Thagard breaks NASA's space endurance record of 14 days, 1 hour and 16 minutes, aboard the Russian space station Mir."
6,22,1995,Japanese police rescue 365 hostages from a hijacked All Nippon Airways Flight 857 (Boeing 747-200) at Hakodate airport. The hijacker was armed with a knife and demanded the release of Shoko Asahara.
6,27,1995,OHIO EXPOSITIONS COMMISSION'S PURCHASE OF THE FORMER SITE OF COLUMBUS AUTO PARTS IS ON AGAIN--IF THE OHIO EPA GIVES THE SITE A CLEAN BILL OF HEALTH.
6,27,1995,The Space Shuttle ATLANTIS is launched on its 14th flight. Mission STS-71.
6,29,1995,"The Space Shuttle ATLANTIS docks with the MIR space station, the first time a space shuttle has docked with MIR."
7,6,1995,Fed Funds Rate down 1/4 to 5.75
7,11,1995,"Srebrenica massacre: Units of the Army of Republika Srpska, under the command of General Ratko Mladić, enter Srebrenica with little resistance from Dutch peacekeepers of the United Nations Protection Force, going on to kill thousands of Bosniak men and boys and rape many women."
7,12,1995,Chicago: 739 people died in record heat wave.
7,13,1995,The Space Shuttle DISCOVERY is launched on its 21st flight. Mission STS-70.
7,17,1995,"The GPS system becomes fully operational. Consisting of 24 satellites, the program was begun in 1973 and the first satellite was launched in 1978."
7,18,1995,"The dormant Soufriere Hills volcano erupts on the Caribbean island of Montserrat. The capital, Plymouth, is destroyed and tow-thirds of the island's population is forced to flee abroad. Another eruption in June, 1997 destroyed the W.H. Bramble airport and killed 19 people."
7,21,1995,The Chinese People's Liberation Army fires missiles into the waters north of Taiwan.
7,29,1995,The strategic missile submarine SSBN 741 Maine is commissioned.
8,24,1995,Windows 95 released by Microsoft
9,3,1995,"The Carolina Panthers play their first regular season game, losing to the Atlanta Falcons 23-20 in overtime."
9,3,1995,"The Jacksonville Jaguars play their first regular season game, losing to the Houston Oilers 10-3."
9,3,1995,"The St. Louis Rams (formerly, the Los Angeles Rams) play their first regular season game, defeating the Green Bay Packers 17-14. "
9,6,1995,"NATO air strikes against Bosnian Serb forces continue, after repeated attempts at a solution to the Bosnian War fail."
9,7,1995,The Space Shuttle ENDEAVOUR is launched on its 9th flight. Mission STS-69.
9,8,1995,"Michael Crichton publishes ""The Lost World"""
9,13,1995,"""The Drew Carey Show"" premiers."
9,14,1995,General Electric becomes the first company to have a market capitalization exceeding one hundred billion dollars.
9,19,1995,The Washington Post and The New York Times publish the Unabomber's manifesto.
9,xx,1995,Netscape releases Livescript (later renamed Javascript) along with Netscape Navigator 2.0
10,3,1995,O. J. Simpson is found not guilty of double murder for the deaths of former wife Nicole Simpson and Ronald Goldman.
10,20,1995,The Space Shuttle COLUMBIA is launched on its 18th flight. Mission STS-73.
10,30,1995,Quebec independentists narrowly lose a referendum for a mandate to negotiate independence from Canada.
11,1,1995,The last signal is received from NASA's Pioneer 11 spacecraft.
11,1,1995,The Macintosh Color Classic is discontinued by Apple.
11,6,1995,The Cleveland Browns announced their intention to move to Baltimore for the 1996 season.
11,12,1995,The Space Shuttle ATLANTIS is launched on its 15th flight. Mission STS-74.
11,14,1995,The Republican House led by Newt Gingrich shuts down the Federal Government. The American people are not amused.
11,16,1995,A United Nations tribunal charges Radovan Karadžić and Ratko Mladić with genocide during the Bosnian War.
11,17,1995,"""Goldeneye"" featuring Pierce Brosnan as James Bond released in the United States."
11,19,1995,"Bethlehem Steel closes its Bethlehem Pennsylvania plant after 140 years of operation, laying off 1800 workers."
11,21,1995,"The Dayton Agreement to end the Bosnian War is reached at Wright-Patterson Air Force Base near Dayton, Ohio (signed December 14)."
11,24,1995,HTML 2.0 was published
12,7,1995, NASA's Galileo Probe enters Jupiter's atmosphere.
12,9,1995,The aircraft carrier CVN 74 John C. Stennis is commissioned.
12,11,1995,"THE GROUND ROUND LOCATED AT 2690 E DUBLIN GRANVILLE RD HAS BEEN LOCKED DOWN, LEAVING TWO OTHERS OPEN; INSIDERS SAY THE COMPETITION FROM CHILI'S HASTENED THE CLOSING."
12,12,1995,"The Cleveland Browns play their last regular season game, losing 21-24 to the Jacksonville Jaguars. The franchise is moved to Baltimore the following year."
12,14,1995,"The Dayton Agreement is signed in Paris, officially ending the Bosnian War."
12,19,1995,Fed Funds Rate down 1/4 to 5.50
12,30,1995,"The lowest ever United Kingdom temperature of −27.2 °C (−17.0 °F) is recorded at Altnaharra in the Scottish Highlands. This equals the record set at Braemar, Aberdeenshire in 1895 and 1982."
12,xx,1995,Netscape releases Javascript (formerly named Livescript) along with Netscape Navigator 3.0
12,xx,1995,"OSU: Newman & Wolfrom Chemistry Lab, 100 W. 18th Ave., opens."
xx,xx,1995,"The CRAY T-90 is introduced, the last vector based supercomputer built by Cray, as parallelism took over the market."
xx,xx,1995,"Borden, Inc. is acquired by the investment firm of Kohlberg, Kravis, Roberts and Company. Over the next several years, dairy, packaging, food and other business operations were sold."
xx,xx,1995,Federated (Lazarus) merges with Rich's and Goldsmith's and moves its headquarters to Atlanta.
xx,xx,1995,Grant Medical Center and Riverside Methodist Hospital merge to become Grant/Riverside Methodist Hospitals.
xx,xx,1995,"Eddie George, Ohio State Back, wins the Heisman trophy."
xx,xx,1995,"OSU: Mendenhall Laboratory, 125 South Oval Mall, completely renovated."
xx,xx,1995,"Concourse ""C"" completed at Port Columbus International Airport."
xx,xx,1995,Interstate 670 completed from I-71 to I-270 on Columbus' west side.
1,2,1996,The first convoy of American combat troops arrives in Northern Bosnia to try to keep the peace between Bosnian Serbs and Muslims.
